0x402000
4	4372	
6	4140	

0x7f15f0939000
29	42422	0	

0x7f15f1a43000
29	42402	0	

0x7f15f2b9d000
29	42402	0	

0x7f15f3ec0000
8	4859	

0x7f15f4111000
55	4943	

0x7f15f4115000
9	4601	
10	4601	
27	4859	
28	4859	

0x7f15f4116000
55	4859	

0x7f15f4117000
11	4943	

0x7f15f44c1000
14	43168	0	

0x7f15f44c6000
35	4676	

0x7f15f44c7000
20	4676	

0x7f15f46d4000
29	4339	

0x7f15f46d5000
9	4339	

0x7f15f46d6000
6	4339	
7	4339	

0x7f15f46d8000
12	4339	

0x7f15f4748000
39	4222	

0x7f15f475a000
8	3972	
9	3972	
11	3972	
14	3972	
16	3972	
17	3972	
19	3972	
25	3972	
30	3972	
31	3972	
33	3972	
34	3972	
37	3972	
39	3972	
40	3972	
41	3972	
44	4048	
45	3972	
46	3972	
48	4115	
51	3972	
52	3972	
53	3972	
55	3972	
57	3972	
59	4237	
60	3972	
63	4237	

0x7f15f475b000
3	3972	
4	3972	
5	3972	
7	4124	
10	3972	
12	3972	
13	4125	
16	3972	
18	4264	
19	4048	
22	3972	
26	3972	
27	3972	
30	3972	
34	3972	
35	3972	
37	3972	
39	3972	
41	3972	
42	3972	
43	3972	
46	3972	
47	3972	
48	3972	
53	3972	
54	3972	
55	3972	
57	4237	
62	3972	
63	3972	

0x7f15f475c000
0	3972	
3	3972	
4	3972	
5	3972	
6	4048	
7	3972	
9	3972	
10	3972	
11	3972	
12	3972	
15	3972	
16	4237	
17	3972	
31	3972	
34	3972	
39	3972	
40	3972	
42	4125	
43	3972	
46	3972	
48	3972	
49	3972	
51	4264	
53	3972	
55	4115	
58	3972	
59	3972	
60	3972	

0x7f15f475d000
1	3972	
2	4237	
3	3972	
6	3972	
8	3972	
15	3972	
17	3972	
20	3972	
26	3972	
28	3972	
29	3972	
32	4264	
33	4264	

