0x16c3000
13	136638	0	
14	773	444	
15	134262	0	
45	1781	1205	999	773	594	444	259	217	208	202	202	199	128	128	43	43	43	43	13	13	13	13	13	13	13	13	13	13	13	13	13	0	
46	135408	0	
47	134264	0	
48	1781	1209	999	808	594	259	217	208	202	202	199	128	128	43	43	43	43	13	13	13	13	13	13	13	13	13	13	13	13	13	0	
49	134264	0	
50	134264	0	
57	1781	
58	1781	

0x16c4000
0	594	
1	1104	821	594	199	43	43	33	18	13	13	
2	9696	1335	1209	999	0	
3	1783	1209	868	128	43	18	18	13	0	
4	444	43	43	
5	594	444	43	18	13	13	0	
6	444	199	33	18	13	13	13	13	13	13	13	0	0	
7	1298	128	18	18	
8	1298	868	868	263	253	199	128	128	128	33	18	18	13	13	13	13	13	13	
9	199	13	
10	594	217	199	43	13	13	13	
21	13	13	13	13	
22	1781	1209	999	773	594	334	253	208	202	199	199	128	43	43	33	18	18	13	13	13	13	13	13	13	13	13	13	13	13	13	13	
26	1209	999	773	594	492	217	208	202	202	199	199	128	128	128	43	43	43	43	33	18	18	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	
27	1209	999	808	594	492	217	208	202	202	199	199	128	128	43	43	18	18	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	
28	135561	0	
51	135408	0	
55	1209	999	808	594	492	217	208	202	202	199	199	128	128	128	43	43	43	43	18	18	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	
56	135408	0	
57	1209	999	773	594	492	217	208	202	202	199	199	128	128	128	43	43	43	43	18	18	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	
61	135416	0	
62	134264	0	

0x16c5000
2	9684	1781	1335	999	868	808	594	492	444	345	259	217	208	202	202	199	199	128	128	128	43	43	43	43	33	18	18	18	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	
3	118458	0	
4	9684	1335	1209	999	868	808	594	492	444	345	259	217	208	202	202	199	199	128	128	128	43	43	43	43	33	18	18	18	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	
8	118458	0	

0x16c9000
14	126290	0	
23	135959	0	
24	134710	0	
25	136150	0	
26	126260	0	
27	136424	0	
28	134710	0	
29	135565	0	
30	126260	0	
31	135282	0	
32	126260	0	
33	136424	0	
34	126260	0	
35	137416	0	
36	126260	0	
37	126260	0	
38	135282	0	
39	135565	0	
40	126260	0	
41	136890	0	
42	126260	0	
44	135565	0	
45	137422	0	
46	136890	0	
47	137795	0	
48	135282	0	
49	126260	0	
50	135959	0	
51	126260	0	
52	135565	0	
53	137499	0	
54	135565	0	
55	137425	0	
56	136150	0	
57	126260	0	
58	136150	0	
59	135282	0	
60	135282	0	

0x16ca000
6	136150	0	
7	135282	0	
22	136740	0	
23	134710	0	
24	135565	0	
25	136150	0	
26	135959	0	
29	126260	0	
30	135959	0	
33	134710	0	
34	135959	0	
35	136740	0	
36	137037	0	
38	126260	0	
40	135565	0	
41	137416	0	
43	134710	0	
44	134710	0	
45	134710	0	
47	137800	0	
48	134710	0	
50	134710	0	
51	134710	0	
53	126260	0	
54	137655	0	
55	135565	0	
57	126260	0	
58	126260	0	
60	135959	0	

0x16cb000
11	135565	0	
23	134710	0	
24	134710	0	
25	134710	0	
26	135959	0	
29	134710	0	
39	135959	0	
48	134710	0	
52	137655	0	
53	134710	0	
57	134710	0	
58	134710	0	
60	134710	0	
61	134710	0	
62	134710	0	
63	134710	0	

0x16cc000
0	127302	0	
6	134710	0	
7	134710	0	
8	134710	0	
9	134710	0	
11	137655	0	
18	134710	0	
21	134710	0	
23	137655	0	
24	134710	0	
25	127302	0	
26	137570	0	
33	137775	0	
36	134710	0	
44	136424	0	
48	137428	0	
51	135959	0	
61	137350	0	
63	135959	0	

0x16cd000
9	137416	0	
10	137800	0	
12	137655	0	
13	136150	0	
16	135038	0	
17	137813	0	
18	136150	0	
19	136740	0	
20	137800	0	
21	134710	0	
22	137800	0	
23	135565	0	
24	137740	0	
25	137800	0	
26	126260	0	
27	137800	0	
28	135565	0	
29	137800	0	
30	137800	0	
31	137775	0	
32	137800	0	
33	137401	0	
34	137740	0	
35	137655	0	
36	137655	0	
37	137790	0	
38	137350	0	
39	137570	0	
40	137740	0	
41	137740	0	
42	137790	0	
43	137401	0	
44	137655	0	
45	137655	0	
46	137570	0	
47	137740	0	
48	136890	0	
49	137800	0	
50	137428	0	
51	137428	0	
52	137790	0	
54	137222	0	
55	137655	0	
56	137655	0	
57	137037	0	
58	135959	0	
59	137775	0	
60	137428	0	
61	137655	0	
62	137775	0	
63	136150	0	

0x16ce000
0	137740	0	
